sqft,floors,bedrooms,bathrooms,price
8970,1,3,1.75,475000
44431,1,4,2.25,900000
7260,1,4,3,538200
3600,1,2,1,429000
5411,1,3,1,164808
7700,2,4,2.25,520000
8432,1,3,1.75,475000
47045,1,4,1.5,283000
6228,2,4,2.5,321500
21810,2,4,2.75,840000
6000,2,3,2.25,287000
8106,1,3,1.75,375000
7128,1,3,1.75,349500
7749,1,3,1.5,446450
9643,2,4,2.5,315000
5340,1.5,2,1,271310
8400,1.5,4,1,315000
6930,1,3,1.75,245000
5484,1,2,1,543115
8190,1.5,4,2,900000
6552,2,4,4.25,2.45E+06
6045,1,2,2,554000
12522,1,3,1.75,249900
54160,2,3,2.5,768000
5854,1,4,3,980000
9600,1,5,2.5,395000
2200,2,3,1.75,415000
6921,2,4,2.5,380000
5259,2,3,2.5,566000
8961,1,2,1,218500
10500,1,4,2.5,550000
3000,1,3,1.75,512031
8860,1,2,1,197500
8784,1,3,2.25,470000
242629,1,3,1.75,590000
8862,1,4,2.25,465000
114562,1,2,1.75,499000
11500,1,3,2.25,515000
5000,1,3,1.75,716500
4250,1,3,2,410000
6500,2,4,3.25,850000
35021,2,4,3.25,1.05E+06
13435,2,4,2.5,648000
5350,1.5,4,2.25,620000
84267,2,4,4.5,935000
10320,1,3,1,379000
5375,1,3,1.75,699000
8005,1,4,2.25,528000
9452,1,3,1.75,425000
8645,1,2,1.75,249500
6642,2,5,3.25,1.04E+06
11900,1,4,2.75,790000
18050,1,3,1,399950
9000,1,3,1.5,275000
2500,1.5,3,1,550000
6890,1,1,1,140000
6250,1,3,1,250000
8909,2,3,2.25,318000
57000,1,2,1,505000
9248,1,5,2.5,470500
9206,1.5,3,1,360000
8500,1,4,2.75,1.24E+06
16080,1,3,2.5,986000
4228,1,2,1,515000
41900,1,3,1.75,320000
7426,1,4,3,310000
5000,1,2,1,356700
5595,1,4,1.75,775000
7541,1,3,1,325000
8677,1.5,4,2.75,208000
12775,1,2,1,825000
11254,1,3,2.5,515000
3400,1.5,3,1.5,490000
28300,1,4,3,675000
4080,1,4,2.5,360000
4080,1,4,2.5,550000
9000,1,3,1.5,225000
9360,1.5,3,2.75,500000
11700,1,4,2,385000
12611,2,5,2.75,837700
3056,2,3,2.25,448000
21357,1,5,1.75,730000
7140,1,4,1.5,575000
7300,1,3,1.75,430000
3987,2,3,2.5,435000
9611,1,3,1,241000
1760,1,2,1.75,453500
1380,3,2,1.5,285000
4222,1,2,1,151000
14731,2,5,4.5,1.57E+06
2400,2,5,2,631000
1073,2,2,2.5,285000
8378,1,3,1,195000
35679,2,4,2.5,817500
12825,1,3,2,550000
8281,2,4,2.5,1.13E+06
1369,3,2,2.75,609850
4380,1,3,1,200000
6219,2,4,2.5,367000
8375,2,3,2.25,285167
32175,1,2,1.5,275000
12843,2,4,2.5,350900
9273,2,4,3.25,660000
8835,1,3,1.75,525000
7800,2,4,2.5,262000
4560,1,2,1,690000
14648,2,5,3.75,624000
7740,1,3,1,353000
10400,2,4,3.5,552500
8355,1.5,4,1,224500
8571,1,3,1,239000
12250,2,5,4.5,975000
13470,2,4,1.75,1.20E+06
4000,1.5,3,1,505000
7865,1,4,1.75,302000
5670,1,3,1,170000
27007,1,2,1,195000
6300,1,5,1.5,272000
6300,1,5,1.5,369000
6332,1,3,1.5,332500
8250,1,3,2.5,515000
4250,1,3,1,269000
17832,1,4,4,1.28E+06
4100,2,3,2.5,303000
8624,1,7,3,420000
4100,1,3,1,400000
8437,1,3,1,225000
2550,2,2,2,219000
9487,2,3,2.5,605000
6867,1,4,2,625000
3240,1,5,2,380000
7700,1.5,4,2,620000
10970,2,4,2.75,687500
7950,1,4,2,225500
6000,1,3,2,252500
3658,2,3,2.5,510000
5203,2,4,2.5,510000
4000,1.5,3,2.5,725000
43377,1,1,0,75000
2970,1,2,1,492000
14196,1,4,2.5,425000
7898,1,4,2.75,1.96E+06
6162,2,3,2.5,298900
40319,2,4,2.5,699000
3000,1,2,1,310000
8580,1,3,1.75,350000
10061,1,4,1.75,790000
5000,2,4,2.5,305000
2865,2,3,2.5,315000
6600,2,5,3.5,267500
7749,2,4,3.25,1.75E+06
8620,2,6,3.5,435000
7500,1.5,6,4.5,482500
45517,2,5,5.25,5.11E+06
8400,1,3,1.75,439995
7500,1,3,3,460000
6440,1,3,1,194000
8313,1,2,0.75,290000
9600,1,4,2,274700
3672,2,4,2.5,900000
103382,2,4,4,1.15E+06
3667,2,3,2.5,605000
3850,2,3,2.5,359000
9900,1,3,1.75,850000
2500,2,3,2,505000
7394,2,3,2.5,565000
7110,1,2,1.75,585000
7500,2,4,3.25,328000
18700,1,4,2.75,749950
7140,2,4,2.5,826000
40259,1,3,1,535000
101930,2,4,2.5,925000
6000,2,3,3.5,875000
9200,1,4,2.25,902000
13900,1,3,1,423000
11100,1,3,1,235000
14057,1,2,2,545000
7560,1,2,1,343000
2930,2,3,2.5,334950
5355,1,3,1.75,405000
8250,1,4,1,220000
8100,1,2,1,173000
3600,1.5,3,1,655000
3000,1,2,1,406000
8320,1,6,2.5,632000
4000,1,5,2.75,357000
17585,1,3,1.75,361000
8149,1,2,1,277000
40202,1,4,3.75,630000
4597,2,3,2.5,254000
8400,1,3,2.25,472800
3800,1,3,1.75,263000
3800,1,3,1.75,510000
10125,1,3,1,179950
7307,1,4,2.25,525000
889,3,3,2.5,479000
6440,1,3,2,651000
7834,1,4,1.75,949000
27951,1.5,5,2.5,392400
5356,1,4,1.75,585000
7504,2,4,2.5,460000
4400,1,3,1,470000
4271,2,3,2.5,245000
27631,2,4,2,500000
8653,2,3,2.5,455000
3974,2,4,2.5,485500
7920,2,5,3.25,1.88E+06
17334,1,2,1,100000
16105,1,3,1.75,307000
14401,2,4,3.5,475000
7210,1,4,2.5,330000
7520,1,3,1,130000
7417,2,3,2.5,320000
6180,2,4,2.5,735000
9600,1,4,2.5,365000
11935,1,3,1.5,234000
8288,1.5,4,2,211000
6320,2,6,3.5,680000
7845,2,4,3,457000
7261,2,3,2.25,349000
6840,1,3,2.75,360000
10155,2,4,2.5,350000
7420,1,3,1,208000
11234,1,2,1,250275
11234,1,2,1,435000
7763,1,3,1.75,270000
12940,1,3,1.75,438000
23625,2,4,2,659000
6350,1,4,2.75,645000
5423,2,4,2.5,685100
9569,1,7,3,350000
81892,1,2,1,375000
81549,1,3,1.5,170000
3841,3,4,2.5,880000
5000,2,4,2.5,410500
13609,2,4,2.5,780000
4426,2.5,5,4.5,1.23E+06
6852,1,2,1.75,449000
5000,1,3,1.75,546000
11410,1,3,2,317000
7566,1,3,1,276900
7030,1,5,2,399000
10165,1,5,2.75,495000
9000,1,3,1.75,258000
102366,1,2,2.5,600000
881,3,3,2.75,265000
7000,1,5,2.75,321000
4000,1.5,5,2.25,682000
5805,2,4,2.5,295700
37981,2,4,2.5,609000
47044,2,3,4.5,995000
11817,2,3,2.25,530000
5150,2,5,2.5,614000
21780,1,3,2.5,390000
6642,2,3,2.5,467000
13501,1,6,2.5,484000
1115,3,3,2.5,340000
7201,2,3,2.5,302495
3360,1,3,1.75,532500
9592,2,3,2.5,441500
8062,1,4,2.5,470000
8570,2,4,3.25,2.30E+06
99752,1,3,2.5,590000
12000,1,3,1.75,320000
1201,2,2,2,363000
18600,2,4,2.25,747500
7957,2,2,2.5,750000
4000,2,4,3,831000
4125,2,3,2.5,403000
4565,2,3,2.5,445000
17380,1,3,1,345000
14872,1,3,3.5,2.26E+06
8925,1,3,2,371025
6250,1,2,1,355000
14110,1,3,1,270000
15349,2,4,2.75,425000
7875,1,3,1.75,364808
6561,1,3,2.25,320000
5797,2,4,2.5,325000
10290,2,3,2.25,350000
10176,1,3,1.5,170000
28717,1,2,1,255000
7500,1,3,1,550000
25714,2,4,4.25,835000
5120,1,3,1,420000
7350,2.5,4,2.5,925000
4080,1,2,1.5,389250
10183,1,3,2.5,748000
9600,1,3,1.75,284000
5000,1,4,2,588000
8648,1,3,1.75,372500
7194,2,4,3,285000
9467,1,3,1,360000
17859,1,3,1,275000
4225,1,2,2,428000
17864,2,6,2.5,847000
7838,1,3,1,316000
7205,2,3,2.5,375000
4080,1,3,1,533000
16905,2,5,2.5,556000
14120,1,4,2,225000
9530,1,4,2.5,537250
13650,1,3,1,255000
4836,2,4,2.5,530000
24829,2,6,6,5.30E+06
31238,2,3,2.75,595000
8880,1,4,2,548000
8073,1,3,1.75,234975
1325,2.5,3,1.75,600000
12528,1,4,1,432000
6657,2,3,1.5,455000
11234,1,3,1.75,279950
9072,1,3,1.5,267500
220308,2,4,2.5,620000
7590,1,2,1,110000
1846,2,3,3.5,625000
7000,1,2,1,389000
3360,2,4,2,1.20E+06
133729,2,4,2.25,788500
6936,1,5,2.25,567000
15000,1,2,2.25,515000
11870,1,4,2.5,605000
4800,2,4,3.75,430000
6000,1,2,1.75,805000
4556,2,3,2.5,567500
3870,1,3,1.75,647500
2530,2.5,2,1.75,495000
5000,2,4,2.5,825000
7506,2,4,2.25,435000
7800,1,3,1.75,445950
10257,2,5,2.75,960000
3600,1.5,4,3,780000
9000,1,3,2.25,274500
5167,1.5,5,3,729953
890,2,3,1.5,464950
18800,1,4,1.75,620000
5600,2,4,3.5,735000
9565,1,4,2.25,450000
4676,1.5,4,1,450000
5298,2.5,4,2.5,842500
79714,1,3,2,360000
100545,2,3,2.5,585000
7923,1,3,2.25,461000
4494,1,2,1,345000
10302,1,3,2.5,1.08E+06
8391,2,4,2.5,643000
8307,2,4,2.5,690000
11111,1.5,4,1,282000
6130,1,3,1.75,549000
6000,2,3,2,815000
22703,2,5,4.25,2.20E+06
11424,2,3,2.25,700000
10360,2,3,2.5,933399
11250,1,3,1,290000
9300,1,4,1.75,372000
2890,1,2,1.75,450000
5700,2,3,2.5,303700
10049,2,4,2.5,672000
9360,1.5,4,1.5,334000
5650,1,2,1,260000
5700,1,3,1.75,749950
122038,2,4,2.25,330000
2808,2,5,3,830000
13791,1,3,2.25,1.13E+06
7552,1,3,1,320000
15250,1.5,2,1,260000
11475,1,3,2,225000
6350,1,1,1,279200
10000,2,4,3.5,520000
8060,2,3,2.5,505000
8366,1,3,1.75,234000
5044,2,4,2.5,503000
8858,1,4,2.25,606000
6000,1,3,1,433500
10182,1,3,1.5,250000
9307,2,3,2.5,719000
14400,1,3,2,381000
4400,2,3,2.5,267000
14149,1,1,0.75,275000
7140,2,4,2.5,651000
5671,1,2,1,439000
5070,1,2,1,325000
6380,1,2,1,490000
6172,2,4,2.5,519900
35040,2,4,2.75,545000
20041,2,4,4,1.06E+06
8250,1,4,1.75,542000
21650,2,4,1.75,465000
3900,1,2,2,408000
5950,2,4,2.5,292000
10122,1,3,1.75,253000
4662,1,2,1,280000
41346,2,3,2.25,658588
8910,1,4,2.25,635000
8300,2,4,2.25,439000
3855,2,3,2.5,300000
13496,1,3,1.5,345000
8050,2,4,2.25,283500
4920,1.5,2,1,425000
8955,1,3,1.75,685000
12987,2,3,2.5,750000
8000,1,4,1.5,245000
6924,1,6,3.75,585444
7571,2,4,2.5,706000
9099,1.5,4,2,445000
6000,1,3,2,241000
7155,2,2,2.5,1.18E+06
5750,1.5,3,1,530000
12199,1,3,1.5,350000
17186,2,4,3.75,1.70E+06
9630,1,3,1,389000
6820,2,4,2.75,799000
9630,1,4,2.5,1.40E+06
8612,1,2,1,340895
10281,2,4,2.5,780000
73600,1,2,1.5,350000
4874,2,3,2.5,470000
80837,2,4,3,914600
4762,2,4,2.5,354000
6000,1.5,5,2,470000
5400,1,3,2,715000
4000,1,2,1,265000
20000,2,4,3,2.54E+06
4944,1,3,1,640000
18900,2,4,1.75,290000
35000,1,5,4.75,480000
5600,1,3,2,535000
12220,1,3,1.75,907000
7330,1,3,1.75,459000
21399,1,3,2.5,1.36E+06
11599,1,3,1.5,264950
3000,1.5,3,1,352950
13100,1,3,2.25,491500
37034,2,4,3.5,1.23E+06
9194,1,3,1,369500
6294,2,3,2.5,566000
7308,1,3,2.25,290000
23985,2,5,5,5.35E+06
5330,1,3,1,180000
6000,1,2,1,215000
6000,1,2,1,302000
7881,1,3,1.75,352500
5926,1,4,2,235867
11946,2,3,2.25,500000
4500,2,3,2.25,382000
2402,1.5,5,2.5,515000
2600,1,1,1,250000
5300,1.5,3,2.25,672500
13031,2,3,2.25,755000
2555,2,3,1,707500
3840,1,4,2,459000
10620,1.5,3,1,140000
4284,1,2,1,495000
5283,2,3,3.25,757000
5283,2,3,3.25,765000
6052,1,4,1.5,359000
7500,1,3,1,440000
7200,1,4,1.5,400000
4080,1,3,2,652000
5850,1,3,1.75,260000
10796,1,5,3,1.33E+06
17859,1,4,2,519500
5992,1.5,3,1,650000
8075,2,4,2.25,280000
7980,1,4,1.75,515000
2692,2,3,2.25,400000
5017,2,3,2.5,652100
7956,2,6,3,235000
10080,2,4,1.5,701000
9594,2,4,2.5,640000
4584,2,3,2.5,455800
21937,2,3,2.5,504750
15540,2,3,3,483000
20412,1,3,0.75,530000
8786,1,2,1,250000
5885,1,5,2.75,229950
9414,2,4,3.5,884744
9964,1,3,1.5,514000
35015,1,3,2.25,532000
5539,2,4,2.5,423000
4025,1,2,1,420000
18250,1,3,1.75,521000
7490,2,4,2.25,577000
8040,1,3,1,425000
4862,2,4,2.5,495000
8577,2,3,2.5,340000
1991,2,3,3.5,499950
4750,2,4,3,1.22E+06
7634,1,4,2.75,720000
8247,1,3,1.5,249000
11070,1,3,1,206135
9276,2,5,2.75,300000
14040,1.5,6,3,612000
27311,2,5,2.5,1.10E+06
9100,1.5,4,2,230000
4600,1,3,1,850000
7000,1,4,2.5,355000
7253,2,4,2.5,442000
5000,2,4,3,399000
7115,2,4,2.5,360000
7725,1,3,1.75,390000
8711,1,5,2.5,413000
9500,1,2,1,190000
9226,2,3,2.5,432900
7741,2,3,2.25,621138
4252,1.5,3,2.25,270000
35040,1,4,2.25,610000
5525,1,3,2,500000
40635,1,4,2.25,715000
14821,1,3,1.5,264000
3200,1.5,3,1.75,550000
9087,1,3,2,337000
8710,1,3,1,170000
9095,1,4,2.5,405000
28563,1,4,2.5,775000
7475,1,3,2.25,425000
9242,2,5,2.75,713000
8712,1,5,2.5,555000
5608,2,4,2.5,810000
41263,2,4,3.75,1.25E+06
6150,2,3,3.5,819000
1200,2,3,2.5,409900
2067,2,2,2.5,935000
7560,1,4,1.75,657500
6105,2,6,3.75,900000
7095,2.5,5,3.25,932800
9000,1,3,2,391000
9825,2,4,2.5,420000
32670,2,6,3.5,1.30E+06
16800,1,3,1.5,415000
9425,1,3,1.75,350000
1820,2,2,1,375000
14135,1,3,1.75,860000
8872,1,4,2.25,495000
8400,1,4,2.25,250000
21312,1,4,2.25,365000
6760,1,3,2.75,503000
7200,1,2,1,150000
1480,1,4,1.75,450000
7213,2,4,3,355000
9333,2,3,2,245000
7793,1,3,2,265900
7575,1,4,2.5,299000
11523,2,4,2.25,957500
7250,1,3,1,343000
7364,2,3,2.25,307500
14599,2,5,3.75,937500
45302,1,3,3,610000
7080,1,3,1.5,720000
2620,1.5,4,2,610000
7965,1,3,1.75,434500
47044,1,2,2.5,602500
4000,2,4,2.5,607010
5750,1,3,1,610000
35000,2,4,2.5,828500
8560,1,3,1,199990
9362,1,3,1.75,294000
6100,2,4,2.5,789500
9473,2,3,3.5,797000
5250,2,5,3,539950
6778,1,4,1.5,284950
10372,1,4,1.5,776500
10070,1,4,2.5,525000
4957,2,3,2.5,303000
7650,2,3,3.25,722080
7473,1,3,1,140000
7473,1,3,1,235000
5500,1.5,3,1,440000
6000,1.5,3,1.75,605000
4800,1,2,1,380000
8890,1,4,1,352000
12000,1,4,2.25,420000
7220,2,4,2,1.18E+06
10572,1,3,1.5,1.38E+06
14750,1.5,3,1.5,300000
49091,2,4,3.25,1.15E+06
4189,1,2,1.5,453500
7598,1,3,2,443500
8138,1,2,1,332000
4721,2,3,2.5,655000
6000,1.5,4,1,475000
12956,1,3,1.75,372500
7200,1,4,2.5,1.05E+06
4200,1,3,1.75,500000
24773,1.5,6,2.75,900000
7140,1,3,1,327500
7123,1,3,1.75,390000
1962,2,2,1.5,451101
5800,1.5,4,1,455000
46748,2,4,2.5,650000
7746,2,3,2.5,895000
10664,1,4,2.25,800000
12918,2,4,2.25,703770
10454,1,3,1.75,249950
3881,1,2,2,512000
74052,1,5,2.5,780000
11625,2,3,2.25,336000
6900,1.5,3,2,285000
7224,1,3,1.75,229900
4000,1.5,4,3,667500
12236,1,4,2.5,378000
43733,2,3,2.5,454000
4630,2,4,2.5,537500
4160,1.5,3,1,425000
6600,1,3,2,290000
3600,1,3,2,349500
1655,2,3,2.75,370000
8438,1,3,1.75,549500
6322,1,2,1,245000
7200,1,3,1.75,208000
8760,1,4,2.25,248000
37058,1.5,4,3.25,610000
5116,2,4,2.5,550000
206910,2,3,2.75,750000
7380,1,2,1.75,192000
4000,1,2,1,169317
3850,2.5,4,3.5,1.20E+06
6350,1.5,2,1,880000
7129,1,1,1,210000
9800,1,3,1.5,180500
29078,2,4,2,540000
35722,1,3,1.75,520000
6000,1,3,1.5,177500
5650,1,3,1.75,415000
7200,1,4,2.5,495000
9646,1,3,2.25,325000
4903,1,2,1.75,440000
9844,1,3,1.75,411000
9600,2,5,3.5,810000
8996,1,5,1.75,561750
12573,1,4,2.5,835100
9969,1,3,2.25,450000
2807,2,3,2.5,238000
142803,1,3,1,299000
6240,1,2,1,570000
12626,2,3,1.75,340000
2275,1.5,2,1.75,450000
8786,1,4,1.5,272750
6380,2,4,2,520000
10723,1,3,1,284950
9660,1,2,1.5,255000
9488,1,2,1,231500
204732,2.5,1,2,415000
6000,2,4,2.5,330000
12240,1,3,1.5,365000
9188,1.5,4,2,425000
6480,1,4,1.75,400000
9701,2,4,2.5,335000
1251,2,3,3,342000
2580,2,8,5,490000
14319,1,4,1.75,331500
4102,3,3,2.5,960000
35298,2,4,2.5,720500
6550,2,3,2.5,830000
3600,1.5,3,1.75,662990
10507,1.5,4,2,220000
4179,1,5,2,349950
2159,1,3,2,550000
5668,1,3,1.75,396000
4000,2,4,1.5,635000
7650,1,3,1,293000
10120,1,3,2.25,339000
8734,2,4,2.25,285000
5000,1.5,6,2.75,775000
9289,1,4,1.5,224000
8125,2,4,3.5,2.25E+06
8514,1,3,1,165050
4500,1.5,3,1.25,275000
5500,1,5,3,445000
38639,1,3,2.25,510000
7000,2,4,2.5,1.23E+06
13500,1,3,1.5,390000
10450,1,3,2.25,460000
14733,1,3,1.75,700000
14406,2,4,3.5,874150
9800,2,3,2.25,470000
9416,1,3,1.75,374000
131115,1.5,2,1.75,510000
1181,3,2,2.5,467000
28405,2,4,2.5,576000
7352,1,3,2,196440
18901,2,4,2.5,825000
2600,1,2,1,281000
1577,3,3,2.5,326000
46580,1,3,1.75,340000
36036,1,5,1.75,440000
18199,2,4,2.5,749000
8316,1.5,4,1,340000
7000,2,3,2,561000
7930,1,3,2.25,270000
3600,1,2,1,600000
5427,1,4,1.5,219900
360241,2,3,1.75,617000
8446,2,3,2.25,469000
56628,1,3,1,229000
2646,2.5,4,3,1.27E+06
8301,1,3,1.5,365000
9301,2,4,2.5,429000
6809,2,4,2.5,550000
16300,1,3,2.5,453000
7000,1,3,1.5,187500
14350,1,6,2.5,520500
12776,1,3,1.75,300000
5000,2,4,3.25,799000
4948,2,3,2.5,338000
4400,1.5,3,1,800000
3200,1,2,2,360000
10490,1,6,2.5,442500
1651359,1,4,1,700000
9601,1,5,3,830000
11592,2,3,2.5,360400
9339,1,3,1,345000
51836,1,3,1.75,300000
10800,1,3,1,350000
36900,1,4,2,368000
7482,1,3,1.75,264000
16677,1,3,2,435000
15837,1.5,3,1.5,200000
3832,2,5,2.5,620000
11466,2,5,4.25,1.68E+06
6000,1,3,1.75,337000
20296,2,4,3.25,1.93E+06
10414,1,4,2.5,544500
1638,1,1,1,252000
3784,2,4,2.5,445000
14196,2,3,2.25,379500
4225,1,4,2,189950
4250,1.5,3,1,469000
53898,1,5,2.75,600000
33981,2,3,2.5,785000
8967,2,4,2.75,372000
7180,2,5,3,445000
53392,2,4,2.25,508000
4800,2,5,1.5,780000
9800,2,4,2.25,541100
5608,2,4,2.5,729000
134489,1,3,2,397000
4520,1,2,1,451555
8153,1,2,1,300000
11542,1,3,2.5,416000
3060,1,2,1,490000
5054,2,6,3.75,480000
1662,1,2,2,368000
10615,2,3,2.5,1.04E+06
9000,1,3,2.5,545000
15119,2,5,2.75,850000
4750,2,4,3.5,550000
9314,2,3,2.25,600000
12138,1,4,2.5,535000
4975,2,3,2.5,599950
5022,1,5,2.75,531000
7665,2,4,2.25,530000
8250,2,4,4,597326
33460,2,4,2.5,805000
8364,1,4,1.75,390000
3250,1.5,4,2,487250
8414,1,3,1.5,301000
5618,1.5,5,2.75,1.18E+06
3000,2,4,2.5,299000
22863,2.5,4,2.25,2.35E+06
3904,2.5,4,2.5,400000
7210,1,4,2.5,467500
9103,2,4,2.5,305000
306848,1,3,1,210000
10168,1,3,1,300000
8755,1,3,2.25,327500
7136,1,3,2,269000
17533,1,4,3.25,975000
5400,1,3,1,355000
4620,1.5,3,1,712000
41656,2,4,2.5,883000
12252,1,2,1,190000
8028,1,3,1.75,443000
11025,2,4,3,920000
8250,1,4,2.25,285000
4080,1,4,3.25,901000
5775,1,3,1.75,552500
5000,1,2,1,256000
7119,1.5,3,1.5,341000
8941,2,4,2.25,279000
10650,2,4,2.25,686000
11867,1.5,2,1,225000
15600,1,2,1.75,215500
4800,1.5,4,3,950000
156988,2,4,2.5,503000
7567,2,3,2.5,780000
7500,1,4,2,212000
6703,1.5,4,2.75,580000
3141,2,4,2.5,465000
7560,1,4,2,206000
10171,2,3,2.5,615000
6305,1.5,4,1,519000
11444,2,4,3.25,1.14E+06
3839,2,5,2.5,330000
7973,1,4,1.5,240000
7000,1,3,2,574000
24663,2,4,4.25,930000
183823,2,4,3,850000
7275,1,3,1.5,415000
9005,1,3,2.5,480000
8875,1,5,1,300000
9503,2,4,2.25,439000
36831,1,3,1,450000
206480,1,3,2.5,589000
3000,2,3,2.25,477000
6120,1,4,2.25,587500
6105,2,4,2.25,1.32E+06
27589,2,4,2.5,1.43E+06
15000,2,4,2.25,700000
6552,1,2,1,275000
11783,1,3,1,367500
6300,2,4,2.5,453250
5428,1,5,1.75,607000
8960,1,4,2,255000
2500,1,2,2,501000
4650,1,3,1,450000
8000,2,3,2.25,360000
3050,1.5,4,1.75,460000
8290,1,3,1.75,753000
4234,1,2,1,389950
4400,1,2,1,469000
5688,2,4,1.75,550000
11675,1.5,5,3.5,565000
7600,1,2,1.75,189650
5131,2,4,3.25,1.53E+06
8000,1,3,1.75,260000
12000,1,3,1.75,243000
13800,1,4,2.5,1.10E+06
7200,1,3,1.5,249000
7200,1,2,1,720000
9557,2,4,2.5,905000
3500,1.5,4,2.5,824500
8760,1,4,2.75,762500
1280,3,3,2.5,580000
8580,1,3,2,380000
3200,1,3,1.75,805000
4532,1.5,4,1.75,520000
5800,3,5,4.5,1.57E+06
8925,1,2,1,175000
9602,2,4,2.25,353500
26989,1,4,2.5,500000
7350,1,3,1.75,386500
4750,1,2,1,210000
6510,1,3,2.5,439500
5751,2,5,2.5,315000
8601,2,4,2.5,339000
9163,1,4,2.25,655000
8678,1,2,2.5,740000
7843,2,5,2.5,685000
9877,1,5,2.5,550000
4234,2,2,1.75,405000
17366,1,4,2.25,765000
3600,2,3,2,625000
19680,1.5,4,2.5,207000
19680,1.5,4,2.5,370000
4961,1,3,2.5,475000
8250,1,2,1,365000
6800,1,4,2.25,411800
42436,2,5,3.5,668000
3630,2,3,2.5,618000
5921,1,4,2,247500
6150,1,5,3,345000
8400,2,3,2,616300
6768,1,3,1.5,348000
10762,1,3,2.5,425000
11880,1,5,2.75,850000
6137,2,5,2.75,820000
52953,2,4,2.25,832000
3840,2,3,1.75,835000
3425,2,3,2.5,350000
4096,2,4,2.5,349000
4360,2,6,3.75,1.13E+06
3480,2,3,2.5,320000
7210,1,3,1,150000
10190,1,3,1,340000
8448,2,4,4,785500
8601,2,4,2.5,410500
11000,2,3,2.5,580000
920,2,2,1.5,345000
37000,1.5,3,2.25,550000
7299,2,4,3,449500
7007,1,3,1,300000
28052,2,4,2.5,915000
9916,2,4,3.75,1.58E+06
2750,1,4,2.75,599000
10202,1,4,2.5,755000
7157,1,3,1,400000
9115,1,3,1,133000
8400,1,4,1.5,330000
5000,1.5,4,1,330000
9417,1,3,1.75,375000
8956,1,4,2.75,485000
11250,1.5,4,2.5,470000
3600,2,4,3,1.05E+06
4704,1.5,4,1,548800
2674,1,2,1,315000
9374,1,3,2,590000
12067,2,4,2.5,439950
26337,1,3,1.75,325000
5111,1,2,1,400000
10051,2,4,2.5,685000
10200,1.5,3,2,339950
8160,1,3,1.75,315000
3795,2,3,2.5,411753
4879,1,2,1.75,577000
8829,1,3,1.75,500000
10111,1,3,2,210000
16120,1,4,1.75,640000
8663,1,4,1.75,460000
4760,1,2,1,265000
31675,1,5,5,740000
6195,1,3,1,230000
10661,1,3,1.75,315000
51763,1,3,1.75,432000
3984,2,3,2.5,467000
9900,1,5,3.75,255000
6360,1,3,1.75,316500
6250,1,4,2,190000
2400,1.5,3,2,490000
23200,1,4,1.75,378000
17877,3,6,4,598800
3868,1,5,3,333800
9904,2,4,2.5,690000
6200,1,4,1.75,320000
6000,1.5,4,3.5,1.25E+06
9600,1,3,1.5,335000
33920,1,3,2.5,840000
21780,2,4,2.75,608250
4165,2,3,2.5,550000
7920,1,3,1,240000
11757,2,3,2.25,998000
8000,1,3,1.75,275000
9292,1,3,2.5,284200
7623,2,4,3.75,1.72E+06
24825,2,4,3.75,2.40E+06
96574,2,5,2.5,930800
10400,1,4,3,930000
8775,1,4,1.5,215000
26487,1,2,1.5,480000
5120,1,2,1.75,483945
8050,1,3,1.75,347000
9760,1,3,2,232500
33132,1,4,2.25,390000
15360,1,3,2.25,550000
8971,2,4,2.5,590000
40946,1,1,1,420850
8190,1,4,2.5,345000
7000,1,3,2,429800
17664,1.5,4,1.75,302000
3952,1.5,4,1.5,800000
6000,2,3,2.5,250000
4500,1,3,2,605000
52256,1,3,1.75,412000
5670,2,3,2,252000
12500,1.5,3,1,375000
2719,1,2,1.75,725000
8200,1,5,3.5,471750
85813,2,4,2.25,490000
5100,1,2,1,439000
8890,1,4,2,355000
87120,1,1,0.75,250000
16188,1,4,2.25,780000
3271,1,2,1,409000
3880,1,2,1,420000
9600,1,1,0.75,200000
35679,1,2,1.5,830000
4555,2,3,2.5,695000
9614,2,4,2.75,815000
6223,1,3,1.75,210000
6000,1,3,1.75,635000
7322,2,4,2.5,562500
11951,2,4,2.5,402500
7020,1,3,2,555000
7173,1,3,1,310000
18001,2,4,2.5,500000
8800,1,6,3,430000
7200,2,3,4.25,1.60E+06
4080,1.5,4,1,627500
7050,2,4,2.5,335000
20100,1,4,2.25,962000
14270,1,3,1.75,299000
5868,2,4,2.5,399950
9660,1,3,1,322000
4625,1,2,1.5,430000
13860,1,3,1.75,307000
5000,1,3,1.5,194000
8581,1,3,1,180000
13383,1,4,2.25,465000
9296,2,4,2.5,722500
3400,1,2,1,470450
6000,2,3,2.5,280000
6702,1,4,2,176250
9100,1.5,5,1,560000
11287,2,3,2.5,830000
10096,1,2,1,276900
4800,2,3,1.75,625000
4760,2,4,2.5,1.02E+06
8750,1,1,1,463500
9015,2,3,2.5,485000
7476,1,3,2,272000
3140,2,2,1,305000
13964,1,3,2.5,760000
6126,1,2,1,387500
5015,2,4,2.5,352000
40098,1,3,1.75,507000
9750,1,3,1,156000
857,3,3,3.25,580000
35020,1,4,2.5,630000
9000,1,5,1.5,275000
14720,1,5,4,835000
7850,2,4,2.5,340000
6687,1,2,1,329350
26000,2,3,3.5,1.48E+06
150117,1,3,1,475000
2416,3,3,2.25,719950
